comment,rating
Lucuuu bangettt murah lagi semoga cocok yang nerima pesan ramah banget suka sama pelayanannya,5.0
Belum pernah nyoba mdah2 an cocok dan mmbuahkan hasil yg baik,5.0
"Udah botol  yang ke 3, dan sebagus itu emang",5.0
"barang nya cepet bgt nyampe, kemarin sore co paginya nyampe",5.0
"bagussss sukaaaaa
Manfaat produk: bisa mencerahkan, melembabkan dll",5.0
"Brang datang dengan selamat, dan tepat waktu
Baru mencoba, semoga cocok",5.0
"Baik harga murahh bgt aku dapet fi harga 28.000+free nyaa donggg,senenar ny punya aku masih banyak cuma karna liat lagi murah jadi aku beli lagi dehhh 😅😁",4.0
aku kasih bintang 4 dulu ya karna baru pertama makek semogaaa diakuuu cocokk😗,4.0
Cepet dtngnya smoga cocok...packing rapih,4.0
Definisi murah dapet segentong. Makasih ka🤗😊,5.0
"wihh udah sampe aja nih,excited bgt aku pas paketnya dateng karna emanh dari bulan kemaren pengen cobain ga keturutin teruss
semoga cocok deh soalnya murcee bangett 
wanginya juga aku sukaa,kurir nya ramahh",5.0
"Barangnya udah Dateng sukaaa bngt
Dapet harga 30rban 😭😭🥰🥰🥰",5.0
"Manfaat produk: Melembabkan dan mencerahkan wajah
Jenis kulit: oily & kusam
terimakasih sudah amanah beneran dapet free cica ss donggg🥰🥰🥰 cuman 35.500
Semoga cocok dan bisa mencerahkan wajahku",5.0
Aman banget bungkus nya Ampe di lapisin 3 bublewrep suka bgtt dah Ama glowshopy udah botol ke5 nih 🥰🥰,5.0
"Paket nya udah sampe ,kulirnya baik
Jenis kulit: Bagus banget buat kulit yang sensitif pokok bagusss bangetttt",5.0
"Woww beneran geude dong, dapat harga murah lagi, semoga cocok di aku 👍",5.0
"Ini baru dibeli loh baru nyampe juga tadi, pas mau di coba gaberfungsi sama sekali pencetannya dan gabisa keluar isi moisnya. Kecewa banget sih.",1.0
"paketnya syudah sampe original sama yg kek di shoope,thank you min",4.0
"Paket sudah sampai
Pengiriman cepat & packing aman👍
Blom di coba
Mudah2an cocok",5.0
"Bubble wrap ny tebal banget we pdhl cuma beli 1 pcs, makasih seller😍😍😍😍",5.0
"barang sesuai.. seneng 50rb udah dapet sunscreen jugaa timaacii glowsophy, semoga cocok yaa belum pernah coba juga sih",5.0
"Pengirimannya cepat, doktif approve
Skin type: All skin type
Ingredient: Niacinamide, watermelon extract",5.0
Di tunggu² masa dateng nya rusak sih ga Terima sih aku,3.0
Lumayan cepet menyerap dan aromanya wangi,4.0
"Mhon maaf bru ngasih ulasan🙏

Suka banget dpt harga promo lngsung co",5.0
"baru datengg, masi blumm pemakaian rutinn, semoga cocokk dan tahann lamaa Aamiinnn",5.0
mantapp akuu dapet hargaa 36 dapett mois sama sunscrennn luvv bangett buat produk satu iniii belum aku coba soalnya masihh adaa stoknyaa maaf baru kasi ulasann 🤍🤍,5.0
Ihhhh puas banget belanja di tik-tok shop masa aku dapet harga 25k harga aslinyaa kan 48 diskon 23 k hadeuhh puas dehh bikin muka cerahhhh,4.0
"Manfaat produk: mencerahkan
Jenis kulit: apa saja
thankyou kak udh nganter paket dengan aman semoga cck yh dimuka saya",5.0
YEYY UDAH DATENG🤍🤍🤍thank youu aku dapet promo 25k🩷🩷,5.0
"pertama kali nyoba produk ini, semoga cocok",5.0
"Baunya seger sekali cocomelon eh watermelon deng😄😅
Creamy di aply gg lengket cpet menyerap👍",5.0
"Moisturizer nya Udah dateng, mudah² cocok, datengnya juga cepet, mudah² sukses terus ya seller",5.0
Wajah bersih dan glowing dan lembut,4.0
"Wangi banget aroma semangka nya
Moga cocok di wajah ku",5.0
"Alhamdulillah paket sampai dgn baik dan sesuai dengan pesanannya semoga bermanfaat dan cocok di muka, nnti bakal next order 👌🏻",5.0
"First time cobain ini, semoga ga cuma kemakan iklan doang yah aamiinn",5.0
"Pakenya udah sampe, pengemasan rapih. Mulai mau coba semoga cocok👍👍👍👍👍👍👍👍",5.0
"ARGHHHH thks youu, ketika detik-detik mau penghabisan moisturizer, cus langsung beli.. dan untung nya besok-kan nya dikirim, thks youu bgtt🫰🏻🫰🏻",5.0
Barang Cepat sampai dan suka sekali,5.0
Alhamdulillah udh dteng semoga cocok di aku maaciwww banyak pakingan nyaaa amann bngttttt tebel maaciww banyaakkk🤏🏻🤏🏻🤏🏻🤏🏻🫶🏻🫶🏻🫶🏻💛💛💙💙💙💚💚💚💗💗💗💗💗💗💗💗💗,5.0
Aelah jelek bgt packagingnya gabisa dipake. Kemakan iklan jelekk,1.0
"barang rusak pas di buka,semua nya langsung amburadul",1.0
Wangi semangka bgttt. Tekstur nya agak cair. Semoga cocok karena ini first time coba,5.0
pemakain an udah 4 botol baguss bgttt 💗,5.0
"kak ini tolong punya saya moisturizer nya ga keluar2 uda sejam lebih di giniin trs di buka juga ttp aja ga keluar keluar
ini gimana ya punya saya 😃🙏🙏🙏🙏
mana saya incar moisturizer nya 😞☹️💔
padahal pas unboxing girang banget karna dapet dua....",1.0
"Muka aku cerahan pas pake yang ini, makasihhhh",5.0
"barang pas dateng copot pump nya, kata nya gratis sunscreen nyata nya yng dtng 1 doang wkwkk sia sia deh war kemaren, mna ga ke vidioo lagi pas copot pump nya langsung ku pasang lagi
Manfaat produk: bgus
Bahan: gila pas dtng mlh copot",2.0
semoga cocok di kulit aku btw kalian dapet harga berapa gue 37k,5.0
aku dapat harga 27 😭 murah bangetttt mna datangnya cepett packing nyy jugaa amann Bangett 🥰🥰 barangny ORI mntap dehh pknyhh 😍🤍,5.0
Barang datang dgn bagus😎👍 bubble grap nya banyak bgt amannnn pokoknya,5.0
"baru pertama kali beli mau nyoba, smoga cocok 😻",5.0
"Cocokk bnget q pake glowsophy,,, ini udah yg Ke 2
Ngaruh banget emang.. Luv.. Luv.. Luv",5.0
"Katanya free sunscreen
Manfaat produk: _gak ada
Bahan: -jelek
Jenis kulit: -",1.0
Baru mau nyoba jadi belom tau hasilnya KLO bagus nanti kasih ulasan lagi,5.0
"Paketannya sdh sampai. Kemasan rapi 
Sesuai. Semoga cocok",5.0
Cocok pake moisturizer dari glowsophy mangkanya order lagi,5.0
Gila ini pengirimanya cpt buanget👍👍👍,5.0
"pump tidak berfungsi
apa karena dpt harga promo jd seperti ini????",1.0
"Semoga cocok , baru pertama kali coba soalnya",5.0
"Barangnya sampai dgn selamat, blm coba sih mudah² an cocok. 
Pengemasannya rapi dan tebal siippp 👍",4.0
"barangnya sampaii dengann selamatt, ga ada kerusakann pokoknyaa akuu udahh belii yangg ke 2x nyaa karenaa moist glowsophy emang sebagus ituu woii kalian pada wajib beli sii, pokoknyaaa sukaaa bangett akuuu mwahh glowsophy 💋🌷🌷🌷🌷🌷",5.0
Baru pertama nyoba .semoga cocok d kulit q,5.0
"Enak wanginya..

Alkhamdulillah sdh bisa keluar isi ny..
Setelah bbrp cara..",4.0
"Terimakasih ka paket nya sudah sampai, pengiriman nya cepat,mudah mudahan cocok,kalo cocok next bakalan order lagi terimakasih 😍",5.0
"pengiriman oke bgtt
produk nyaa bagussss murahh meriahh bnyakk mangaatnyaa sippp koknyaaaa
nyeselll c.o 1",5.0
Maa Syaa Allah barang.x dah sampai dengan selamat dan sesuai dengan yang di live kan 😊,5.0
kakk kok ini kopong yaa ngga full:(,3.0
"wangi bangett, semoga cocok dimukaku soalnya first time 😻😻",5.0
Packingan nya dijamin aman semoga cocok,5.0
udah 2x beli mois ini bener2 semantul ituuu,5.0
"Sudah sampai lumayan cepet datengnya, reall gentong cuma 28.000",5.0
min ko moisturizer ku isi nya ga full ya? padahal belum di buka dan di pakai sama sekali,2.0
"Baru mau cobaa smga cocok,, 👍☺",5.0
Alhamdulillah  cocok jadi nambah cerah muk,5.0
"pengiriman cepattt, amanah, ga rugi deh beli di sini, lain kali beli lagi",5.0
SUKAKK BANGETT SAMAA PRODUKNYA INI bikinnn lembabb mukaa akuu plss sukakkk bggttttt🤭🤭🤭🤭🫰🫰🫰🫰🫰,5.0
"Terimakasih sudah sampai dengan aman,baru pertama kali semoga cocok",5.0
paket dah nyampe kemaren baru pertama kali mo coba moga aja cocok thank u seller,4.0
bagus dan mendarat dengan cepat dan baik,4.0
Paket ny sudah sampai... 🤩🤩 Udh gede bgt.. dapet harga promo pula 😍😍 semoga cocok deeh di aku...,5.0
Jenis kulit: Utuk semua jenis kulit,4.0
"Barang datang sesuai pesanan, tp blm dicoba mudah2n cocok sma kulit q",5.0
"Barang sampai tepat waktu dengan selamat,packingnya bagus banget",5.0
Barangnya bagus wanginya seger..semoga cocok yaaa,5.0
"Biasanya beli isiny padat skrng isinya agk brcelah.
Aman kn ini?",3.0
"Paket udah sampe belum di coba semoga cocok di kulit aku, cape gonta ganti skincare terusss",5.0
"dapat 36k di aku langsung cus cekout dong hehehe, baru cobain moisturizer dari glowsophy, semoga cocok 👍🥰",5.0
"sudah 3 kali pakai cocok pakai mois ini
Manfaat produk: mencerahkan dan  melembabkan",5.0
"Baguss packagingnya, barang aman sampai tujuan, alhamdulillah dapat harga 31k...",5.0
kecewa bgt padahal udah nungguin malah rusak,2.0
Alhamdulillah barang mendarat dengan selamat dan barang sesuai pesanan,4.0
"Bau nya enak,ga lngket hbs dipke",5.0
Baru pertama kali pakai semoga cocok,5.0
"ok, ternyata gede ya moist nya",5.0
baru pertama kali beli dan coba semoga cocok,4.0
Paking tebal..jadi aman untuk produknya,5.0
"Pengiriman nya cepat, suka bgtt sama moisttt iniii",5.0
"Barang sudah sampai, sudah di coba dan sesuai",5.0
"ubur ubur ikan lele PUAS BGT LEEEK❤️‍🔥❤️‍🔥, next mau order lg yg ke 3x nyaa",5.0
"semogaaa cocokkk , first time nyoba glowsophy 💗",5.0
barang sudah datang dan pengiriman cepat.,5.0
"Makasih ka pesanan sudah smpai sesuai yg di pesan semoga ajh cocok dua""nya",5.0
pasanan sesuai dan bagus bangett aku sukaa,5.0
Alhamdulillah sampai... Sesuai realpict 👍 n semoga cocok🤲,5.0
"Paket sudah di Terima dengan baik, pengiriman cepat, semoga cocok😻😻",5.0
udah sampe barang nya bagus mudah2n cocok ya.,4.0
"Baru pertama kali cobain, semoga cocok.",5.0
"baguss sekalii, aku dapet hargaa 30rb",5.0
Alhamdulillah barang sudah sampai makasih seller tokonya sudah amanah,5.0
"barangnya sudah sampai dengan aman semoga cocok dan bisa order lagii,, terimakasih",5.0
sesuai ekspetasi baguss dan lucu,5.0
Pengiriman cepat barang ya sampe dg aman 🤍,5.0
"udah sampe niih min, mudah""an cocok soalnya baru pertama kali nyoba",5.0
"favvv bngttt🤍🤍, selalu sukaa sama glowsophy huhuhu",5.0
Alhamdulillah sesuai dpt hrga promo🤗,5.0
Enak d pke ..lgsg meresap..gak licin,5.0
"makasih bgt lohhh,harganya murah bgt aku pikir datang satu malah datang dia plisss senang deh belanja disini",5.0
"Bahan: lembutt,, enak di pake",4.0
"Alhamdulillah pesanan saya sudah sampai 
Emang sebagus itu Glowshopy..udah kedua kalinya repeat order disini..
Makasih seller 🥰🤗",5.0
"gilaaaaaa 28rbu segede ini bnerannnnnn mdh""an cocok d aqu yah bisa nyerahin muka aqu makasih udh amanah sukses trus buat toko nya",5.0
beneran dapet dua bestt🫰🏻😋,5.0
"Good job pengiriman 
Pertama kalinya order semoga hasilnya bermanfaat.",5.0
Baru pertama pake... Semoga cocok,4.0
"alhamdulillah paketnya sudah sampai seperti pesanan saya, baru pertama kali order semoga cocok",5.0
wangi banget untuk mencerahkan,5.0
"Pertama kali coba moisturizer dari Glowshopy dan langsung suka!
Teksturnya ringan, gampang meresap tanpa rasa lengket. Setelah dipakai, kulit terasa lembap dan ada efek glowing alami yang bikin wajah kelihatan sehat. Cocok banget buat kulit kering atau yang butuh extra hidrasi.👍😻",5.0
"Bahan: Bagus kayak jell dan gampang di blen ke kulit muka kita
Manfaat produk: Bisa membantu mencerahkan kulit kita yang kusem
Jenis kulit: Oily mungkin
Pkokny glowsophy moist watermelon bagus banget buat kulit kusem",5.0
Bagus sesuai banget murah tapi sayang susah di pencet susah keluar jd tadi tak akalin sendiri akhirnya bisa wangi juga makasih,5.0
"teksturnya lebih ke gel and ga lengket,
cocok buat kulit kering,di aku ngaruh banget bikin cerah trus ga bikin kering jugaa",5.0
"baru kali ini beli tadi nya mau nyoba banyak testi katnya bagus,banyak iklan juga bagus, ternyata packaging nya di aku gacocok,bisa di pencet tapi ga keluar isi nya, udh coba berkali2 jadi ga bisa dipake kalo lagi urgent mau jalan.",5.0
"tekstur yang pink ini tu gel juga tapi agak gimana gitu, mudah di blend cuma kaya masi ada ninggalin gel warna putih gitu, GIMANA YA JELASINNYA. tapi bagus kok, moisturizer glowsophy ini bikin glowing bangett, suka sama teksturnya. first time coba yang warna hijau, beneran bisa nenangin jerawat",4.0
"Produk ori, exp masih lama.
Manfaat produk: Melembabkan, mencerahkan",5.0
Packing nya rapiin aman tekstur nya juga gampang meresap baru aja di coba tapi waktu di pakai rasanya itu kayak sedikit panas mungkin itu perkenalan produk ke kulit aku soal nya baru pertama kali pakai moist semoga aja cocok kalau cocok bakalan beli terus sih. Hasil nya baru pakai itu glaskin,5.0
"botol ke 2, pemakaian botol ke satu masih belum terlalu keliatan hasilnya, tapi dimuka aman ga bikin beruntusan sejauh ini,jdi beli lagi, berharap botol ke 2 keliatan hasil cerahnya di muka",5.0
"Bahan: Enak bgt cepet menyerap
Manfaat produk: Untuk melindungi kulit wajah
Jenis kulit: Kulit berminyak sensitif
Bubble wrap nya tebal bgt ges puas sekali makasi seller",5.0
"Agak shock dikit karena bagian pencetannya rusak, tapi gpp bagus kok",4.0
"Bahan: lembut
Manfaat produk: untuk melembabkan kulit
Jenis kulit: kulit sensitif/kering
bagus gaiss aku udh 3 tahun pemakaian dan hasil nya juga sesuai",5.0
"Aku suka produk nya ini udh kedua kalinya beli pertama beli ukuran kecil buat cobain dulu ke dua aku beli sekaligus ukuran gede nya terus beli buat stok, cocok bgt di kulit, karena pernah pake coba produk lain gak cocok pake ini jadi mendingan♥️",5.0
"barangnya ori, pengirimannya cepet, kemasannya aman banget nggak ada sedikitpun lecet",5.0
"barang udah nyampai dengan aman,aku dapet di harga 28k😍😍",5.0
suka banget deh sama moist ini aku pake ini dari awal launching sampai sekarang masih pake ini soalnya moist ini cocok banget di kulit aku bikin kulit aku jadi glasskin alami gitu bikin kenyal sama lembab dan juga bikin kulit aku cerah bgt pokonya i like it,5.0
"Kulit jadi lembab tidak kering pas di cuaca yg panas cetar saat ini
Bahan: Krim
Manfaat produk: Melembabkan kulit
Jenis kulit: Kering",5.0
Sudah sampai kira ukuran kecil ternyata lumayan besar worth it dengan harga segitu next kalo cocok di muka check out lagi,4.0
"Barang nya sudah datang, semoga cocok dipakenya, Tokonya Amanah makasih🙏🏻",4.0
"Dipake enak banget, gampang nyerep ke kulit, dan yang jelas ini udh pembelian ke sekian kalinya karena secocok itu saam produk ini",4.0
"Jenis kulit: Kering sensitif
Manfaat produk: bagus banget ih kulit aku kering parah padahal, tapi minus nya tolong di perbaiki pump nya kak soalnya aga susah keluar suka kesel🥰🥺",5.0
"bubble wrap nya tebal dan aman,awal nya kira gak bisa di pencet soalnya gak keluar isi nya ternyata harus di coba berkali kali😅",5.0
"baguss murah banget dengan harga segitu dapet gratis ongkir pula,terus kurirnya juga ramah pertama kali buka susah di pump terus aku pump terus keluar",5.0
"Ini tutupnya copot, entah dari proses pengirimannya atau emang semua begitu. Buathasilnya belum tau karna masih mau nyobaa ☺",4.0
"Manfaat produk: untuk melembabkan kulit
Jenis kulit: klo aku kulit nya kombinasi tpi cocok
ini aku udah botol yang ke3 dan bagus banget harganya murah dan isinya banyak bisa habis 3-4 bulanan padahal di pakai 2 orang best banget deh glowsophy",5.0
"aku pake nya kok kaya bintik-bintik kecil gtu,apakah itu purging,atau gak cocok,itu harus lanjut pakai atau gakk,bantu jawab pliss,sayang soal nya kalo gak di pakai",5.0
"Bagus bgt pengiriman cepat,mksh selesr,,",5.0
"bagus bgt tekstur gel, tpi agak susah menyerap di aku, lama kelamaan bikin cerah
Manfaat produk: melembabkan dan mencerahkan kulit",5.0
"dari wangi nya enak poll, di aku cocok banget ini udah beli ke 2, emg harus sabar untuk hasil nyerahin wajah, apalagi yang bikin aku syok bisa ngilangin bruntusan kecil kcil. tpi gatau juga untuk kulit yang lainya.. biasanya aku rutin pake setiap mau tidur, ak pake toner sama moist nya glowshopy ini",5.0
Packaging aman dan rapi ini saya beli udah botol kedua cocok untuk kulit saya yg kering pakai ini jadi lebih lembab kenyal lebih cerah cocok bgt buat malam hari berasa pakai sleeping mask bangun tidur auto glowing muka saya jujur riview dari saya makasih,5.0
"Jenis kulit: Semua kulit
Manfaat produk: Melembabkan kulit
Sekali pakai langsung cerah, menyegarkan,wangi, pengemasan sangat baik,dapet bonus lagi..",5.0
"Bagus packaging nya tebelll banget, untuk kualitas produknya aku masih belum bisa menyimpulkan karena baru 1 hari pake. Untuk bau nya juga lumayan enak",5.0
"Moisturizer nya bagus, udah habis setengah botol bikin cerah dan beli lagi karna bagus dan banyak diskonnya , dapet moisturizer Glowshopy yang ukuran 100 ml harga 30 rb, murah banget",5.0
"Baru dicoba 1x, jujurly i love the fragrant nya. Kayak ada wangi bunga mix with watermelon nya. Hanya aja sulit untuk push you punya product nya lol mungkin bisa jadi gue yg salah juga sih haha",5.0
"Packagingnya oke rapi..barang sesuai pesanan
Cuma ada sedikit kecewa ko isi nya ga full yaa jadi tengahnya itu masih ada celah agak lumayan lah kalo diukur..itu emang semuanya kek gitu takarannya apa gimana yaa?",4.0
"Manfaat produk: untuk melembabkan kulit dan mencerahkan
Jenis kulit: kulit kusam
barang sampa tepat waktu, walaupun ada sedikit goresan di tutup moisturizer nya but it's okkaii",5.0
"Bahan: Lembut wangi
Manfaat produk: Mencerahkan
Jenis kulit: Sensitif, kering
BAGUS BANGET WOIIIIII, bikin cerah terus lembab, kalo masih ragu takut ga cocok cobain dulu gihh, nanti KETAGIHAN💘",5.0
"packaging nya bagus,rapet,dan moist nya juga masih di segel,semoga cocok",5.0
"Paceging nya rapih dan yang pasti itu aman dan si buble nya itu panjang jadi jangan khawatir , wangi nya khas sekali wangi watermelon dan tekstur nya sangat enak",5.0
"masih tahap mencoba, semoga cocok",5.0
"pengirimannya cepat, packagingnya juga aman, tapi barangnya saat sampai rumah retak kak, moistnya smpe keluar, aku mau buat vidio unboxing lupa",4.0
"Produk diterima dengan baik, packaging rapi, bubble wrap tebal, produk sesuai",5.0
"Semenjak pakai ini wajah gak pernah ada jerawat kecuali mens itu pun hanya 1 atau 2, sebelum pakai ini sering jerawatan, beruntusan, kulit kusam, sekarang kulit bersih, cerah, mulus ❤️❤️❤️",5.0
"Bahan: oke
Manfaat produk: mencerahkan mulus bikin waw lah kalau di muka ku ok bgt
Jenis kulit: sensitif
udah botol ke 3 nih makai glowshopy mantap sih",5.0
"Paket dah sampe dari kemarin cepat banget nyampenya, kemaren kemasan paket rapi banget, sampe susah dibukal",5.0
"Baru sempat review, pesanan sudah sampai dengan aman dan sesuai pesanan, packaging buble wrapnya super tebal sampai agak susah bukanya tapi ini aman banget agar paket tidak rusak, makasih admin♥️",5.0
"Bahan: Bahan bagus
Manfaat produk: Untuk melembabkan kan dll
Jenis kulit: Kering
Semua bagus ,pekimgan rapi amn ,amanah ,cuma minus nya kurir nya GK sabar an di suruh nunggu malah marah""",5.0
pakingan nya super tebel bagus banget trus juga kalo di pake enak ga gatel² pokoknya ini bagus banget cepet glowing nya,5.0
"Product benefit: melembabkan
bagus, cuma agak susah buat pump produk nya di awal",5.0
"Bahan: aktif
Manfaat produk: melembabkan kulit
Jenis kulit: normal
produknya bgs bgt muka langsung kaya ketrik gitu kerasa kenceng, pengemasan juara rapi bgt g bakal bocor atau pech pengiriman jga cpet the best
kurirnya terbaik 👍💯",5.0
"bagus banget ukurannya besar, baru pakai 3hari udah mulai kelihatan nyerahinnya pokoknya best banget deh, wanginya juga enak banget",5.0
"Pekejinggnya baguss wanginya enak cuma masalahnya kenapa susah banget dikeluarinnnyaa haruss pakee kesabarang tinggkat negaraa
Tolong kasih tau gimana cara mencet yg bener biar ga susah di keluarinnya takutnya emang aku yg gatau cara mencetnya",4.0
"Paket sudah datang, pas aku buka ternyata papnya copot tapi GK pp msh bisa berfungsi kok masih aman pokok gak rugi deh puas banget sama tokonya bakal order lagi kalau cocok , pokok kalian jangan ragu beli di toko ini amanah bngt",5.0
Lagi viral..Baru mau coba semoga cocok yah,5.0
"bingung mau kasi ulasan brp, baru bgt dateng paketnya dan baru pertama kali nyoba pake mois semoga cocok dan ga merugikan aku pliss aku takut banget kenapa', dr packaging sih ok, bubble warp nya banyak, semoga bener kata org klo mois ini bagus, thank u seller",4.0
"Pengirimanny cepat, pengemasan aman banget dan wanginy enak bau semangka in first time beli smga cocok y mksh bnyk buat sellerny krna brngny sesuai",5.0
"suka banget...
paket nya tebell.
agak panik pas di pump awal ngga keluar, ternyata agak lama an",4.0
"Manfaat produk: Bikin lembab glowing
Bahan: Gel
Jenis kulit: Kering kusam",5.0
"Pengiriman cepat.aman.kurir ramah
Bahan: Dapat harga terjangkau.free ss lagi
Manfaat produk: Alhmdulilah hbis 2 botol.cocok",5.0
"Pengiriman cepat, packing rapi dan aman. Beli ini karena kandungannya yg katanya low ph, pas dicobain ternyata cocok dikulit muka saya. Ga terlalu ketarik. Cocok dan recommended untuk muka yg berjerawat dan sensitif",5.0
"packing super safety, seller fast respon, produck ori",5.0
"Jenis kulit: buat berminyak, kusam, bekas jerawat
Aroma: enak banget
paketanya aman sampai tujuan tidak ada yang lecet, pengiriman barang cepat, ini udah 2× co, cocok di kulit 
yang belum co segera co gays",5.0
"bagus banget barang sampe ga ada yang rusak sama sekali pengiriman juga oke dan layanan nya juga oke okee
Aroma: wangi banget
Performa: ga ngencengin kulit dan lembut baru sekali pake aja udah ngga berminyak lagi muka saya",5.0
"Kualitas produk: sangat bagus untuk kulit muka yang berjerawat dan berminyak👍👍
Packing:sangat aman tidak ada lecet sama sekali pada produk👍👍
Kurir:sangat ramah pengiriman tepat waktu👍👍⭐⭐⭐⭐⭐",5.0
"Bagus banget barangnya, udah sampe dengan aman gak ada yang rusakpun
Layanannya juga oke
Aroma: Wangynya oke
Cocok banget buat wajah yang berminyak, itu aja sih",5.0
kualitas barang bagus baik rapih pengiriman cepat respon penjual baik. terima kasih,5.0
"produknya berbahan yang aman dan lembut di kulit wajah , packingnya aman , harganya bersaing , teksturnya baik dan halus , cocok digunakan sehari-hari",5.0
"Semoga cocok
Amanah, cepet sampai, produk ori, mantul bener pokoknya.
Performa: Belum dicoba
Aroma: Belum dicoba
Jenis kulit: Semoga cocok",5.0
Sangat bagus untuk gw yg mukanya gampang komedoan  karena ga bisa pake yg selain sabun gel,5.0
"Jenis kulit: berjerawat dan bermonyak
Aroma: segar dan bau kopi
Performa: tahan lama dan kental
mantap barang cepat dan cocok untuk kulit muka yang beinyak dan berjerawat, langganan bnget inii🔥🔥",5.0
bagus pengemasannya pakai bubble wrap & kotak. produknya tidak ada cacat fisik. tapi gatau isinya belum saya coba,5.0
"tekstur gel, wangi, adem setelah pemakaian",5.0
"Barang Original, Packing rapi aman, pengiriman sat set smpe tujuan dgn selamat... Mantul 🫰 Semoga cocok untuk wajahku yg berminyak ini dan LG berjerawat 🫶",5.0
barang sampai dengan aman dan juga berfungsi dengan baik terimakasih,5.0
Alhamdulillah barang sudah sampai packaging-nya walaupun remuk tapi bagus Abang kurirnya Rama segitu aja terima kasih,5.0
"Barang aman dan sesuai, juga pengiriman nya juga cepat cuma 3 hari udah sampai",5.0
Bagus sekarang dipenutupnya dilapisi solasi biar ga tumpah di pengiriman,5.0
"barang sesuai pesanan, proses kirim cepat, packing aman. thnx seller n toped!",5.0
"Barang sudah sampai, barangnya bagus pengiriman cepat sesuai ekspektasi",5.0
"Kayanya sih ini bagus , dapet di harga diskon + cocok buat cowo
Aroma: Wangi banget",5.0
"bahannya ringan, kelembaban barber daily acne wash lumayan
. packing rapi",5.0
"baru sekali coba, kalau cocok next beli lagi. 
tipe kulitku kusam, berminyak dan noda bekas jerawat.",5.0
"Aroma: Wangi
Pengiriman cepat dan muka auto mulus
And sabun sudah BPOM",5.0
Performa: kurang banyak min isi nya / kurang full isinya minn,3.0
"cocok untk kulit ank bujangku, pengiriman ok, packing jg aman, thx ya",5.0
"barang nya baguss sekalii , pokonya cocok bangett rekomen deh , kalian jangan lupa beli ini yaaa , cocok buat beruntusan dan jerawat dan minyak berlebih",5.0
"Jenis kulit: Sesuai kulit saya
Aroma: Wangi beli yg pertama packingnya pake dus sama babelrap ug kedua di bungkus plastik",5.0
"sesuai dengan ekspektasi, pengiriman cepat,, Joss",5.0
"Produk sudah sesuai dengan pesanan, terima kasih banyak seller, semoga produknya bagus…",5.0
"Barang bagus, sampai nya lumayan cepat, pokoknya baguslah",5.0
"Mantap
Jenis kulit: Seger
Aroma: Wangi
Performa: Bagus",5.0
"Aroma: Wanginya enak
Pengirimannya cepat kurirnya juga ramah,,Bagus cocok untuk kulit wajah yang suka berminyak atau berjerawat,seger saat di pakai di wajah,,",5.0
"Nice......barang nya nyampe dengan aman, cepet juga, mantap lah pokok nya........",5.0
"Jenis kulit: Berminyak dan berjerawat
Berminyak dan
Aroma: Wangi
Performa: Belum dicoba semoga cocok",5.0
"Paketnya sudah sampai dengan aman, Cocok dikulit wajah saya. Mengatasi jerawat dan kulit berminyak. Menjaga kelembapan kukit dan skin barrier. Recommended buat yang lagi jerawatan",5.0
"dichek out 3pcs datang 1 pcs,ini itungannya gimana seller tidak amanah..atau oknum yang bermain dibelakang?",1.0
Bisa membuat glowing seperti kekayaan Mas Gib.,5.0
"cocok untk snak bujangku, prngirimsn ok, packing aman, thx ya",5.0
"Performa: tidak sesuai pesanan,di event promonya bakalan dapet 2 tapi yang dateng 1 ,yaa ngerti sii harganya segitu tapi kan seenggaknya harus sesuai eventnya dong?kalo kayak bisa di sebut penipuan gak sih,udah gitu isinya udara hadehh",2.0
"produknya bagus tepat waktu.mulus no lecet!!!
cocok atau tidak nya itu urusan saya.sekian and trimakasih",5.0
"Sangat rekomen, udah beli yang kesekian kali untuk beli produk ini, dari sekian banyak macam produk, produk ini yang cocok untuk kulit wajah saya, packaging ok, produk setelah sampai tidak mengalami kecacatan 👍🏼",5.0
"Jenis kulit: Berminyak berjerawat
Aroma: Wangi maskulin
Performa: Bagus stylish",5.0
"Jenis kulit: Berjerawat
Aroma: Harummm
Performa: Amannn mui",5.0
"paket sampai dengan di packing aman, paket yang tiba sesuai dengan pesanan",5.0
"Pesanan sudah sampai dengan cepat, barang sesuai dengan keinginan, sudah pakai produk ini sudah lama dan cocok. Beli ini kalo lagi promo aja soalnya kalo beli offline harganya lumayan 
Terimakasih",5.0
"Aroma: Harumm
Jenis kulit: Cocok
Performa: Cocok untuk semua kulit",5.0
"Aroma: suka aromanya wangi banget
Performa: sabunya mantap diwajah
kiriman cepat barang utuh promo mantap, amanh banget, semoga cocok dan sering order terus",5.0
"Gila sihh ini toko,takut nya barang palsu apa gimana,di tanya di live malah di blokir wk",1.0
"Performa: Bagus untuk kulit berjerawat
Aroma: Harusm
Jenis kulit: Untuk kulit berjerawat",5.0
Barang sampai bocor hilang seperempat isinya padahal udah di plester. Mohon untuk diperhatikan lagi,4.0
"Jenis kulit: Cocok untuk wajah berjerawat dan minyak berlebihan
Aroma: Wangi banget
Performa: Lembut baru sekali pake aja Uda gak perminyak",5.0
"kandungan salicylie acid,niacinamide dan allantolin menjaga kelembabab dan skin barrier kulit muka",5.0
"Aroma: wangi
Performa: untuk kulit berjerawat dan berminyak
paket juga cepat sekali sampai
Jenis kulit: untuk kulit berjerawat dan berminyak",5.0
